file,result_lasso,error1,rf_lasso,out_lasso,result_general,error2,rf_general,out_general,cost_time_lasso,cost_time_general,path
"swim.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/swim.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/swim.c_general_out",1.90,2.28,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/swim.c"
"cars.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/cars.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/cars.c_general_out",2.04,2.44,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/cars.c"
"bk-nat.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/bk-nat.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/bk-nat.c_general_out",1.79,2.19,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/bk-nat.c"
"barbrprime.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/barbrprime.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/barbrprime.c_general_out",1.45,1.53,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/barbrprime.c"
"fig2.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/fig2.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/fig2.c_general_out",3.85,261.67,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/fig2.c"
"barbr.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/barbr.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/barbr.c_general_out",1.42,1.54,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/barbr.c"
"seesaw.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/seesaw.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/seesaw.c_general_out",1.35,1.46,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/seesaw.c"
"ex1.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ex1.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ex1.c_general_out",1.86,266.55,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/ex1.c"
"lifnat.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/lifnat.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/lifnat.c_general_out",1.43,1.56,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/lifnat.c"
"efm.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/efm.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/efm.c_general_out",1.86,1.51,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/efm.c"
"multivar_safe1.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/multivar_safe1.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/multivar_safe1.c_general_out",1.55,268.73,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/multivar_safe1.c"
"underapprox_unsafe1.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/underapprox_unsafe1.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/underapprox_unsafe1.c_general_out",1.64,1.34,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/underapprox_unsafe1.c"
"overflow_safe1.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/overflow_safe1.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/overflow_safe1.c_general_out",1.42,1.52,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/overflow_safe1.c"
"const_safe1.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/const_safe1.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/const_safe1.c_general_out",1.61,1.42,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/const_safe1.c"
"simple_safe1.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple_safe1.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple_safe1.c_general_out",1.52,273.46,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/simple_safe1.c"
"underapprox_safe2.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/underapprox_safe2.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/underapprox_safe2.c_general_out",1.60,1.37,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/underapprox_safe2.c"
"diamond_safe2.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/diamond_safe2.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/diamond_safe2.c_general_out",10.14,250.34,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/diamond_safe2.c"
"diamond_safe1.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/diamond_safe1.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/diamond_safe1.c_general_out",2.00,247.11,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/diamond_safe1.c"
"simple_safe2.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple_safe2.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple_safe2.c_general_out",1.44,1.42,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/simple_safe2.c"
"phases_safe1.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/phases_safe1.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/phases_safe1.c_general_out",287.32,141.20,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/phases_safe1.c"
"simple_safe3.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple_safe3.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple_safe3.c_general_out",1.44,262.18,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/simple_safe3.c"
"simple_safe4.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple_safe4.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple_safe4.c_general_out",1.51,273.32,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/simple_safe4.c"
"sendmail-close-angle.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sendmail-close-angle.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sendmail-close-angle.c_general_out",1.88,2.23,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/sendmail-close-angle.c"
"rajamani_1.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/rajamani_1.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/rajamani_1.c_general_out",1.31,1.36,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/rajamani_1.c"
"MADWiFi-encode_ie_ok.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MADWiFi-encode_ie_ok.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MADWiFi-encode_ie_ok.c_general_out",1.69,2.01,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/MADWiFi-encode_ie_ok.c"
"split.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/split.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/split.c_general_out",2.00,2.41,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/split.c"
"ken-imp.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ken-imp.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ken-imp.c_general_out",4.12,256.99,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/ken-imp.c"
"sendmail-mime7to8_arr_three_chars_no_test_ok.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sendmail-mime7to8_arr_three_chars_no_test_ok.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sendmail-mime7to8_arr_three_chars_no_test_ok.c_general_out",1.30,1.34,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/sendmail-mime7to8_arr_three_chars_no_test_ok.c"
"bind_expands_vars2.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/bind_expands_vars2.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/bind_expands_vars2.c_general_out",1.60,1.96,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/bind_expands_vars2.c"
"gulwani_cegar1.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulwani_cegar1.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulwani_cegar1.c_general_out",1.31,1.33,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/gulwani_cegar1.c"
"sendmail-mime-fromqp.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sendmail-mime-fromqp.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sendmail-mime-fromqp.c_general_out",1.30,1.33,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/sendmail-mime-fromqp.c"
"NetBSD_g_Ctoc.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_g_Ctoc.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_g_Ctoc.c_general_out",1.26,1.35,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/NetBSD_g_Ctoc.c"
"simple.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple.c_general_out",1.61,1.60,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/simple.c"
"simple_if.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple_if.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple_if.c_general_out",1.61,1.65,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/simple_if.c"
"gulwani_cegar2.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulwani_cegar2.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulwani_cegar2.c_general_out",1.72,2.07,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/gulwani_cegar2.c"
"NetBSD_loop.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_loop.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_loop.c_general_out",1.70,2.07,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/NetBSD_loop.c"
"NetBSD_loop_int.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_loop_int.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_loop_int.c_general_out",1.32,1.40,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/NetBSD_loop_int.c"
"up-nested.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/up-nested.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/up-nested.c_general_out",1.64,1.62,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/up-nested.c"
"40.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/40.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/40.c_general_out",1.49,1.52,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/40.c"
"121.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/121.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/121.c_general_out",1.59,1.40,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/121.c"
"69.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/69.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/69.c_general_out",1.50,1.59,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/69.c"
"25.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/25.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/25.c_general_out",1.56,1.62,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/25.c"
"50.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/50.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/50.c_general_out",2.08,1.46,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/50.c"
"55.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/55.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/55.c_general_out",1.48,1.55,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/55.c"
"58.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/58.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/58.c_general_out",1.83,2.15,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/58.c"
"22.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/22.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/22.c_general_out",1.72,2.03,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/22.c"
"104.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/104.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/104.c_general_out",1.53,1.61,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/104.c"
"118.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/118.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/118.c_general_out",1.60,1.60,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/118.c"
"35.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/35.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/35.c_general_out",235.09,1.87,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/35.c"
"66.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/66.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/66.c_general_out",1.57,1.64,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/66.c"
"45.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/45.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/45.c_general_out",1.81,1.86,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/45.c"
"42.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/42.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/42.c_general_out",1.45,1.52,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/42.c"
"13.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/13.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/13.c_general_out",1.45,1.54,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/13.c"
"39.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/39.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/39.c_general_out",1.80,1.85,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/39.c"
"5.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/5.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/5.c_general_out",1.59,1.98,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/5.c"
"8.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/8.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/8.c_general_out",1.45,1.53,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/8.c"
"91.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/91.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/91.c_general_out",1.43,1.42,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/91.c"
"83.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/83.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/83.c_general_out",11.34,1.44,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/83.c"
"105.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/105.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/105.c_general_out",1.55,1.58,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/105.c"
"73.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/73.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/73.c_general_out",211.60,211.49,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/73.c"
"1.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/1.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/1.c_general_out",1.62,1.63,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/1.c"
"41.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/41.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/41.c_general_out",1.48,1.56,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/41.c"
"90.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/90.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/90.c_general_out",1.44,1.52,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/90.c"
"47.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/47.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/47.c_general_out",1.83,1.85,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/47.c"
"23.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/23.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/23.c_general_out",1.78,1.35,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/23.c"
"18.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/18.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/18.c_general_out",1.67,2.03,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/18.c"
"92.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/92.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/92.c_general_out",1.47,1.42,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/92.c"
"74.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/74.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/74.c_general_out",196.09,194.89,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/74.c"
"17.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/17.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/17.c_general_out",1.71,2.08,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/17.c"
"30.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/30.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/30.c_general_out",1.55,1.67,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/30.c"
"84.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/84.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/84.c_general_out",12.81,1.42,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/84.c"
"124.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/124.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/124.c_general_out",1.46,1.54,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/124.c"
"87.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/87.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/87.c_general_out",1.33,1.38,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/87.c"
"122.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/122.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/122.c_general_out",1.57,2.02,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/122.c"
"88.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/88.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/88.c_general_out",1.45,1.57,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/88.c"
